Entry Type,Series,Company,Posting Date,,,Account (Accounting Entries),Credit (Accounting Entries),Debit (Accounting Entries),Cost Center (Accounting Entries),Party Type (Accounting Entries),Party (Accounting Entries)
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,12000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,6000,0,Main - B,,
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,6000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-26,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,0,15000,Main - B,Customer,Guest
,,,,4010101,Revenue - Construction,4010101 - Revenue - Construction - B,15000,0,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,6800,Main - B,,
,,,,1010309,Technical Company For Paints Works,1010309 - Technical Company For Paints Works - B,6800,0,Main - B,Customer,Guest
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,0,15000,Main - B,,
,,,,1010314,Al Majal Service Master Co.,1010314 - Al Majal Service Master Co. - B,15000,0,Main - B,Customer,Guest
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,14800,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,14800,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,0,15000,Main - B,,
,,,,1010202,Bank - 14365306000110,1010202 - Bank - 14365306000110 - B,15000,0,Main - B,,
,,,,1010201,Bank - 11771004000101,1010201 - Bank - 11771004000101 - B,7000,0,Main - B,,
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,7000,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-27,1010102,Petty Cash,1010102 - Petty Cash - B,303,0,Main - B,,
,,,,5030501,Hospitality,5030501 - Hospitality - B,0,303,Main - B,,
Journal Entry,ACC-JV-.YYYY.-,Branderaa,2017-12-31,1010102,Petty Cash,1010102 - Petty Cash - B,880.6,0,Main - B,,
,,,,5020101,Marketing Exp,5020101 - Marketing Exp - B,0,880.6,Main - B,,
,,,,1010101,Cash Box,1010101 - Cash Box - B,4000,0,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,0,4000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,18000,0,Main - B,,
,,,,5020201,Commission Exp,5020201 - Commission Exp - B,0,18000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,110000,0,Main - B,,
,,,,2010501,Due to Related Paries - Ahmed Metwally,2010501 - Due to Related Paries - Ahmed Metwally - B,0,110000,Main - B,Customer,Guest
,,,,1020202,Accumulated Depreciation - Office Furniture & Fixtures,1020202 - Accumulated Depreciation - Office Furniture & Fixtures - B,1083.33,0,Main - B,,
,,,,5030302,Depreciation-Furniture,5030302 - Depreciation-Furniture - B,0,1083.33,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,29900,0,Main - B,,
,,,,1010601,Due from Related Parties - Se7rek,1010601 - Due from Related Parties - Se7rek - B,0,22900,Main - B,Customer,Guest
,,,,5030201,Rent Car,5030201 - Rent Car - B,0,7000,Main - B,,
,,,,1010401,Prepaid Expenses - Rent,1010401 - Prepaid Expenses - Rent - B,4012.5,0,Main - B,Customer,Guest
,,,,5030202,Rent Office,5030202 - Rent Office - B,0,4012.5,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,6000,0,Main - B,,
,,,,2010201,Accrued Salaries & Wages,2010201 - Accrued Salaries & Wages - B,4000,0,Main - B,Customer,Guest
,,,,5030101,Basic Salary,5030101 - Basic Salary - B,0,6000,Main - B,,
,,,,5010301,Salaries & Wages,5010301 - Salaries & Wages - B,0,4000,Main - B,,
,,,,1010102,Petty Cash,1010102 - Petty Cash - B,8250,0,Main - B,,
,,,,5010101,Cost of Goods Sold,5010101 - Cost of Goods Sold - B,0,8250,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,11000,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,11000,0,Main - B,,
,,,,1010302,Noura Pharmacy,1010302 - Noura Pharmacy - B,0,4000,Main - B,,
,,,,4010102,Revenue - Branderaa,4010102 - Revenue - Branderaa - B,4000,0,Main - B,,
